MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_ELO,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNe,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,Exterior1st_BrkFace,Exterior1st_CmentBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_Po,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_Po,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_Po,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_New,SaleType_VWD,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-0.31330250171598695,0.010201059250090837,-1.1678298509429093,-0.20350848536657976,-1.156609597452994,-0.4905107015402422,-0.2197092776492512,0.709488071137584,-1.0279947540618963,-1.0912516283167655,-1.5283133095439616,-1.880146682742999,0.17555486818860114,0.07909871203186468,-1.0942233885355255,0.24999206025081047,0.020285185884203305,0.9946808133388333,0.45846244590667307,-0.9973368794263199,0.2743527944353271,1.1981928152894052,1.3231174876547345,-0.4055877083720631,-0.6350476509021046,-1.168788304996738,-1.089849649778697,1.029566706727771,0.8297213346007897,-0.4301179325879619,-0.6955221592247485,0.5807232162780018,-0.14493593239451336,1.4957081581304028,-0.4585021481259147,0.29552043872271716,888433.0,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
-0.79187047786057,-1.9213707245796725,0.26295930333015083,-0.9004553530603465,1.1921012276997467,0.6776746579052844,0.7301094047230992,0.6632639252239609,1.9851315702639738,-0.08276908693074386,-0.24632078751798878,1.324466220986076,-1.5089591826815052,-0.9046954572162357,0.11083397748231595,-1.6052017674552406,0.020285185884203305,-1.0053476317124403,-1.3324064834162686,1.0026702317227176,-1.4596185187092958,1.1981928152894052,-0.018605221567886875,-0.4055877083720631,0.3857208852726321,-1.168788304996738,-1.089849649778697,-1.1310571893220682,-0.7167345264436498,1.650859403823002,0.2675151816367674,-1.238223590513645,-0.14493593239451336,-0.26161905744321284,-0.16646256333233853,-1.4383022134964951,333037.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1.409542212404512,-1.5621296111450265,0.5162910488498198,-0.20350848536657976,-1.5480614016451173,1.5597738068743554,1.8420922523785337,-1.063343878020193,-0.48158453256101097,3.2846995576022944,-0.3685961406259162,0.3053667665120037,1.8473795476773884,0.10254564357303084,1.746268974220815,1.157509371595759,0.020285185884203305,-1.0053476317124403,-1.3324064834162686,-0.9973368794263199,-0.30363764327954723,-1.2689166190745038,0.5180838621211616,-0.4055877083720631,1.4550974469794993,-0.34954416598033294,-0.33395519746154423,0.12048067203359826,-0.0016760365662208338,-0.6518917162196809,-1.0039105211860204,-0.07448880552329029,-0.14493593239451336,-0.26161905744321284,1.5857749454291188,-1.4383022134964951,1114585.0,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1.9838237837780117,-0.3802784118745244,1.0975268424435392,-0.5519819192134632,0.8006494235076232,-1.7302176136048826,-1.7486856931754737,-0.8104706091986081,-0.22861683742171213,0.3215828670639684,-1.2154099214665322,-0.7458664545445843,-2.334120805005615,0.44081647882839803,0.3690605559147106,-0.953976870032481,1.2373963389363978,0.9946808133388333,0.45846244590667307,-0.9973368794263199,-0.30363764327954723,1.1981928152894052,-1.091983388945984,0.49305566320562466,-1.8016402636732323,-0.34954416598033294,-0.5159869227134299,-0.15489296177667525,0.02669930033367714,0.8894360800207666,-0.07874543530220453,-0.6367976302035038,-0.14493593239451336,-0.26161905744321284,-1.6266604873002195,0.29552043872271716,499805.0,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.06955187919967953,-0.5833277368593246,1.6634200091959266,-1.5974022207541132,-0.7651577932608704,-1.4202908855887224,-1.7950183118277836,1.4762650798223895,-0.7193741659919519,-0.33848573767838797,-0.9632644728216133,-1.1439913028526372,1.5104062409956935,-0.9046954572162357,0.15778426447002417,0.1052978391624568,1.2373963389363978,-1.0053476317124403,-0.43697201875479774,1.0026702317227176,0.2743527944353271,1.1981928152894052,-0.018605221567886875,-0.4055877083720631,-1.7044242126089717,-0.34954416598033294,-0.5129016392345844,-0.24844938864811444,-1.145202113632109,1.6693405524589786,-0.5602641057329625,-0.5145565813599791,-0.14493593239451336,-0.26161905744321284,-1.3346209025066433,0.8734613227957879,550419.0,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
-0.2175889064870703,-0.17202269394139627,-0.26118764620279816,-1.5974022207541132,-0.373705989068747,1.1544850086993768,1.5409302311385202,-0.005626656820230971,-1.2309310606069785,0.011526428032449769,-0.13012122835331225,-0.9745587154175539,0.18894920464665999,-0.4118214171113036,0.08735883398846213,-0.17117507979297558,1.2373963389363978,0.9946808133388333,0.45846244590667307,-0.9973368794263199,-0.30363764327954723,-1.2689166190745038,1.5914620294992587,-1.304231079949751,0.9204091661260656,1.2889441120524774,0.40844113963565937,0.1734371400740355,1.6809814415977289,-0.3229272704992976,-0.7712666691801486,-0.5487840750361661,-0.14493593239451336,-0.26161905744321284,0.7096561910483901,-1.4383022134964951,458834.0,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.409542212404512,0.8119855732926337,1.3198165290051642,0.493438382327187,1.1921012276997467,-1.2534072628107902,-1.100029032043137,-1.063343878020193,1.1413437693660018,0.5757012887444398,1.343258802885069,1.7434571514905677,-0.5777003163080338,0.24640233813289464,-1.227249201667365,-0.12617255356884324,0.020285185884203305,0.9946808133388333,1.3538969105681438,1.0026702317227176,0.8523432321502015,-1.2689166190745038,0.5180838621211616,1.3916990347833125,-1.3398640211179942,-1.168788304996738,-1.089849649778697,-0.5450056096745629,-0.6770090547837926,-0.48556137849589165,-1.1932717960745207,-0.949734715242927,9.282950225262004,-0.26161905744321284,-1.0425813177130672,1.4514022068688588,884029.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
-0.6961568826316534,-0.6562172381359194,4.356943033038154,-0.5519819192134632,-0.7651577932608704,-0.94348053479463,-0.8451996294554331,-0.1878041730680392,2.6990626209904396,0.8122391906860104,-0.31467346937956314,2.0506058814221473,-1.5798081728938702,-0.9046954572162357,-0.24129317492549474,-1.6861255926385457,1.2373963389363978,0.9946808133388333,1.3538969105681438,1.0026702317227176,0.2743527944353271,-1.2689166190745038,-0.5552943052569353,0.49305566320562466,-0.6350476509021046,-1.168788304996738,-1.089849649778697,1.1496013676194283,-0.14071518737572086,-0.5557897433126027,-1.0904756754207634,-1.0524171962714874,-0.14493593239451336,-0.26161905744321284,-1.3346209025066433,-1.4383022134964951,356885.0,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
-0.31330250171598695,0.8328111450859467,0.8409838494454519,-1.5974022207541132,0.8006494235076232,0.7491962105243982,0.26678321820000145,-1.063343878020193,-0.5220593637832988,-0.08117085786357119,-0.22885287993114192,-0.5267725914819766,-0.6573613699796477,-0.9046954572162357,0.9481140954297774,-1.1031108022281486,1.2373963389363978,0.9946808133388333,-0.43697201875479774,-0.9973368794263199,-0.8816280809944216,-0.0353619018925493,0.2497393202766374,1.3916990347833125,1.0662332427224566,0.46969997303607225,0.6471649488113315,-1.2246136161935075,1.6327433688679023,-0.7442974593995639,-0.05169382460384734,0.062421169181457174,-0.14493593239451336,-0.26161905744321284,-0.4585021481259147,-1.4383022134964951,347441.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
-0.02616171602923708,-0.6510108451875911,-0.7938979223448627,0.1449649484803036,-1.5480614016451173,-1.4202908855887224,-1.076862722716982,0.05963096094017795,-0.9419857377145349,-0.39921844223095354,-1.0285792577115622,-1.360998557695601,-0.19666669233009165,1.5572323546062201,-0.4916947055266047,1.2194635220478158,-1.1968259671679913,-1.0053476317124403,-1.3324064834162686,-0.9973368794263199,1.4303336698650757,-1.2689166190745038,0.2497393202766374,0.49305566320562466,-1.4127760594161898,-0.34954416598033294,-0.1881755530860933,0.8124451877619782,-0.007351103946200509,-0.7590823783083451,1.4631963745041552,0.6393989197228938,-0.14493593239451336,-0.26161905744321284,1.0016957758419662,1.4514022068688588,1205614.0,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
